Index,County,Local_Authority,Roll_Nr,Name,Ethos,Island,Irish,DEIS,Total_Boys,Total_Girls,Total_Pupils,Class_size_0_9,Class_size_10_19,Class_size_20_24,Class_size_25_29,Class_size_30_34,Class_size_35_39,Class_size_40_45,Type
227,Clare,Clare County Council,20313J,Mol An Oige,Multi Denominational,N,No Irish,Y,75,61,136,,15,22,,64,35,,MS
228,Clare,Clare County Council,20404M,Coore National School,Catholic,N,No Irish,Y,13,14,27,6,21,,,,,,MS
229,Clare,Clare County Council,20434V,Scoil Mhichil,Catholic,N,No Irish,N,17,15,32,9,23,,,,,,MS
230,Clare,Clare County Council,20447H,Kilmurry Mcmahon National School,Catholic,N,No Irish,N,31,29,60,,60,,,,,,MS
231,Clare,Clare County Council,20452A,Broadford & Kilbane National School,Catholic,N,No Irish,N,73,52,125,,37,21,26,,35,,MS
232,Cork,Cork City Council,01197D,Strawberry Hill B N S,Catholic,N,No Irish,Y,186,0,186,,38,24,55,33,36,,MS
233,Cork,Cork City Council,02707F,Sundays Well G N S,Catholic,N,No Irish,Y,0,178,178,,,,55,123,,,MS
234,Cork,Cork City Council,05940D,Scoil Ursula,Catholic,N,No Irish,Y,71,84,155,,38,108,,,,,MS
235,Cork,Cork City Council,12203G,S N Naomh Antaine,Catholic,N,No Irish,N,825,0,825,,,68,353,404,,,MS
236,Cork,Cork City Council,12473M,Greenmount Monastery Ns,Catholic,N,No Irish,Y,163,107,270,,63,112,81,,,,MS
237,Cork,Cork City Council,13648D,St Lukes Mxd N S,Church Of Ireland,N,No Irish,N,39,47,86,,17,43,26,,,,MS
238,Cork,Cork City Council,13696O,St Vincents Convent N S,Catholic,N,No Irish,Y,41,252,293,,87,64,108,34,,,MS
239,Cork,Cork City Council,13980L,S N B Togher Cork,Catholic,N,No Irish,N,299,0,299,,35,114,107,31,,,MS
240,Cork,Cork City Council,14000C,Scoil Naomh Mhuire,Catholic,N,No Irish,Y,112,141,253,,53,130,52,,,,MS
241,Cork,Cork City Council,14198D,Naomh Eoin Easpal,Catholic,N,No Irish,Y,105,0,105,,17,88,,,,,MS
242,Cork,Cork City Council,15781P,Ballintemple N S,Catholic,N,No Irish,N,111,106,217,,,48,107,62,,,MS
243,Cork,Cork City Council,16339F,S N Iosef Naofa,Catholic,N,No Irish,N,209,0,209,,,42,167,,,,MS
244,Cork,Cork City Council,16680O,Scoil Colmcille,Catholic,N,No Irish,Y,201,0,201,,73,67,29,32,,,MS
245,Cork,Cork City Council,17024I,Scoil Na Croise Naofa,Catholic,N,No Irish,Y,125,91,216,,122,44,50,,,,MS
246,Cork,Cork City Council,17045Q,St Patricks B N S,Catholic,N,No Irish,Y,218,0,218,,122,68,28,,,,MS
247,Cork,Cork City Council,17105I,Muire Gan Smal C,Catholic,N,No Irish,Y,1,193,194,,17,70,104,,,,MS
248,Cork,Cork City Council,17313P,Our Lady Of Lourdes,Catholic,N,No Irish,N,0,243,243,,17,21,82,123,,,MS
249,Cork,Cork City Council,17993R,Scoil Mhuire Gan Smal B,Catholic,N,No Irish,Y,328,0,328,,88,24,216,,,,MS
250,Cork,Cork City Council,18153B,S N Padraig Naofa C,Catholic,N,No Irish,Y,0,206,206,,89,42,75,,,,MS
251,Cork,Cork City Council,18154D,S N Padraig Naofa,Catholic,N,No Irish,Y,78,60,138,,73,65,,,,,MS
252,Cork,Cork City Council,18217B,Scoil Padre Pio N S,Catholic,N,No Irish,Y,129,116,245,,199,21,,,,,MS
253,Cork,Cork City Council,18253F,Scoil Naomh Caitriona,Catholic,N,No Irish,N,0,444,444,,,46,302,96,,,MS
254,Cork,Cork City Council,18292P,Gaelscoil An Teaghlaigh Naofa,Catholic,N,All Irish,Y,116,116,232,,,69,133,30,,,MS
255,Cork,Cork City Council,18356P,S N Barra Naofa,Church Of Ireland,N,No Irish,N,25,39,64,,15,24,25,,,,MS
256,Cork,Cork City Council,18388F,Scoil Naomh Micheal,Church Of Ireland,N,No Irish,N,20,24,44,,19,,25,,,,MS
257,Cork,Cork City Council,18563U,Scoil Naomh Brid C,Catholic,N,No Irish,N,0,546,546,,,68,345,63,70,,MS
258,Cork,Cork City Council,18566D,S N Athair Maitiu C,Catholic,N,No Irish,N,0,290,290,,57,42,160,31,,,MS
259,Cork,Cork City Council,18587L,Scoil Mhuire Banrion,Catholic,N,No Irish,Y,0,189,189,,63,68,28,30,,,MS
260,Cork,Cork City Council,18734V,Realt Na Maidine,Catholic,N,No Irish,Y,115,2,117,,31,46,28,,,,MS
261,Cork,Cork City Council,18786R,Scoil Iosagain,Catholic,N,No Irish,Y,385,0,385,,239,146,,,,,MS
262,Cork,Cork City Council,19000E,S N An Spioraid Naomh C,Catholic,N,No Irish,N,0,274,274,,18,106,54,61,35,,MS
263,Cork,Cork City Council,19231A,S N Barra Naofa Bhuach,Catholic,N,No Irish,N,255,0,255,,,46,82,91,36,,MS
264,Cork,Cork City Council,19232C,S N Barra Naofa Cailini,Catholic,N,No Irish,N,0,263,263,,18,20,132,93,,,MS
265,Cork,Cork City Council,19426P,S N Mharcuis B,Catholic,N,No Irish,Y,107,0,107,,14,93,,,,,MS
266,Cork,Cork City Council,19427R,S N Bhreanndain C,Catholic,N,No Irish,Y,10,93,103,,46,21,25,,,,MS
267,Cork,Cork City Council,19714U,Mhuire Ar Chnoc Haoine,Catholic,N,No Irish,Y,142,137,279,,146,124,,,,,MS
268,Cork,Cork City Council,19730S,Scoil Oilibheir,Catholic,N,No Irish,N,324,315,639,,,256,263,120,,,MS
269,Cork,Cork City Council,19852J,Gaelscoil Ui Riada,Catholic,N,All Irish,N,125,135,260,,36,46,86,92,,,MS
270,Cork,Cork City Council,19882S,Scoil An Athair Tadhg O Murchu,Catholic,N,All Irish,N,187,220,407,,19,134,189,65,,,MS
271,Cork,Cork City Council,19906G,Cork Educate Together National School,Multi Denominational,N,No Irish,N,107,105,212,,,,212,,,,MS
272,Cork,Cork City Council,19908K,Gaelscoil Mhachan,Catholic,N,All Irish,Y,79,101,180,,32,68,50,30,,,MS
273,Cork,Cork City Council,19909M,Gaelscoil Peig Sayers,Catholic,N,All Irish,Y,61,101,162,,88,20,54,,,,MS
274,Cork,Cork City Council,19993E,Gaelscoil An Ghoirt Alainn,Multi Denominational,N,All Irish,N,150,163,313,,19,89,139,31,35,,MS
275,Cork,Cork City Council,20036J,North Presentation Primary School,Catholic,N,No Irish,Y,77,162,239,,52,128,29,30,,,MS
276,Cork,Cork City Council,20038N,Scoil Aiseiri Chriost,Catholic,N,No Irish,Y,0,355,355,,258,45,52,,,,MS
277,Cork,Cork City Council,20077A,Scoil An Spioraid Naomh (Boys),Catholic,N,No Irish,N,392,0,392,,,69,132,191,,,MS
278,Cork,Cork City Council,20106E,Scoil Nioclais,Catholic,N,No Irish,N,454,438,892,,,71,821,,,,MS
279,Cork,Cork City Council,20140E,Scoil Mhuire Fatima,Catholic,N,No Irish,Y,164,0,164,,34,104,26,,,,MS
280,Cork,Cork City Council,20388R,Bunscoil Chriost Ri,Catholic,N,Part Irish,N,333,186,519,,,227,190,30,72,,MS
281,Cork,Cork City Council,20389T,Scoil Maria Assumpta,Catholic,N,No Irish,Y,0,189,189,,52,111,26,,,,MS
282,Cork,Cork County Council,00467B,Ballinspittle N S,Catholic,N,No Irish,N,100,92,192,,18,22,58,94,,,MS
283,Cork,Cork County Council,00512D,Midleton Convent N S,Catholic,N,No Irish,N,139,557,696,,,46,427,223,,,MS
284,Cork,Cork County Council,01272O,S N Chuan Doir,Catholic,N,No Irish,N,36,26,62,,18,44,,,,,MS
285,Cork,Cork County Council,01687U,Dromleigh N S,Catholic,N,No Irish,N,26,35,61,,18,43,,,,,MS
286,Cork,Cork County Council,01692N,Firmount Mixed N S,Catholic,N,No Irish,N,69,66,135,,38,43,54,,,,MS
287,Cork,Cork County Council,01867W,Castlelyons B N S,Catholic,N,No Irish,N,103,107,210,,,24,82,34,70,,MS
288,Cork,Cork County Council,02114B,S N Baile Ui Ghiblin,Catholic,N,No Irish,N,64,89,153,,19,44,,90,,,MS
289,Cork,Cork County Council,02278I,Millstreet Convent N S,Catholic,N,No Irish,N,78,169,247,,,95,78,,74,,MS
290,Cork,Cork County Council,02452V,Cloyne B N S,Catholic,N,No Irish,N,130,119,249,,,22,163,64,,,MS
291,Cork,Cork County Council,02803B,Banteer N S,Catholic,N,No Irish,N,83,83,166,,,24,106,,36,,MS
292,Cork,Cork County Council,03704E,S N Sean Baile Mor,Catholic,N,No Irish,N,48,29,77,,,24,53,,,,MS
293,Cork,Cork County Council,04054T,Ballindangan Mixed N S,Catholic,N,No Irish,N,9,4,13,,13,,,,,,MS
294,Cork,Cork County Council,04118T,Leamlara Mixed N S,Catholic,N,No Irish,N,73,66,139,,19,22,,98,,,MS
295,Cork,Cork County Council,04152T,S N Cnoc An Bhile,Catholic,N,No Irish,N,81,69,150,,37,44,,32,37,,MS
296,Cork,Cork County Council,04186N,S N Bhiorainn,Catholic,N,No Irish,N,107,99,206,,19,45,50,,73,,MS
297,Cork,Cork County Council,04230N,Scoil Naomh Eoin,Catholic,N,No Irish,N,58,55,113,,,,113,,,,MS
298,Cork,Cork County Council,04268P,Clochar Na Toirbhirte,Catholic,N,No Irish,Y,18,61,79,,37,42,,,,,MS
299,Cork,Cork County Council,04442F,Kyle N S,Catholic,N,No Irish,N,24,16,40,,14,,26,,,,MS
300,Cork,Cork County Council,04578H,Ballyvongane Mixed N S,Catholic,N,No Irish,N,24,20,44,,,44,,,,,MS
301,Cork,Cork County Council,04953H,Ballyhass Mixed N S,Catholic,N,No Irish,N,89,76,165,,19,,81,65,,,MS
302,Cork,Cork County Council,05257P,Presentation Convent,Catholic,N,No Irish,N,0,195,195,,,24,139,32,,,MS
303,Cork,Cork County Council,05477G,Laragh N S,Catholic,N,No Irish,N,88,76,164,,,22,112,30,,,MS
304,Cork,Cork County Council,05508O,St Columbas N.S,Catholic,N,No Irish,N,22,436,458,,70,207,107,31,,,MS
305,Cork,Cork County Council,05565D,Trafrask Mixed N S,Catholic,N,No Irish,N,24,18,42,,17,,25,,,,MS
306,Cork,Cork County Council,05636A,Dunmanway Model N S,Church Of Ireland,N,No Irish,N,39,34,73,,,43,,30,,,MS
307,Cork,Cork County Council,05656G,S N An Ghoilin,Catholic,N,No Irish,N,17,21,38,,12,,26,,,,MS
308,Cork,Cork County Council,06295F,Freemount Mixed N S,Catholic,N,No Irish,N,39,41,80,,37,43,,,,,MS
309,Cork,Cork County Council,06342L,Vicarstown Mixed N S,Catholic,N,No Irish,N,36,50,86,,18,68,,,,,MS
310,Cork,Cork County Council,07006A,Ballyclough Mixed N S,Catholic,N,No Irish,N,59,68,127,,,45,82,,,,MS
311,Cork,Cork County Council,07242M,Cloghroe Mixed N S,Catholic,N,No Irish,N,277,266,543,,19,62,337,125,,,MS
312,Cork,Cork County Council,07651G,Convent Of Mercy,Catholic,N,No Irish,N,0,222,222,,,24,136,62,,,MS
313,Cork,Cork County Council,08393P,S N Rath Dubh,Catholic,N,No Irish,N,133,155,288,,19,114,86,33,36,,MS
314,Cork,Cork County Council,08430S,Scoil Naomh Seosamh,Catholic,N,No Irish,N,1,185,186,,,87,28,30,39,,MS
315,Cork,Cork County Council,08828B,Kilcorney Mixed N S,Catholic,N,No Irish,N,22,14,36,,12,24,,,,,MS
316,Cork,Cork County Council,08972I,Castlealack N S,Catholic,N,No Irish,N,41,36,77,,,46,,31,,,MS
317,Cork,Cork County Council,09161W,Our Lady Of Mercy N S,Catholic,N,No Irish,N,78,164,242,,,132,,31,73,,MS
318,Cork,Cork County Council,09537S,Ballinadee N S,Catholic,N,No Irish,N,75,61,136,,13,,26,97,,,MS
319,Cork,Cork County Council,09815U,Tullaslease Mixed N S,Catholic,N,No Irish,Y,8,15,23,,23,,,,,,MS
320,Cork,Cork County Council,09872J,Cloghoola Mixed N S,Catholic,N,No Irish,N,13,2,15,15,,,,,,,MS
321,Cork,Cork County Council,10047I,Macroom Convent N S,Catholic,N,No Irish,N,96,214,310,,,68,212,30,,,MS
322,Cork,Cork County Council,10243I,S N Achadh Eochaille,Catholic,N,No Irish,N,28,31,59,,18,41,,,,,MS
323,Cork,Cork County Council,10499U,Kilgariffe N S,Church Of Ireland,N,No Irish,N,23,20,43,,13,,,30,,,MS
324,Cork,Cork County Council,10523O,Fermoy Adair N S,Church Of Ireland,N,No Irish,N,15,27,42,,17,,25,,,,MS
325,Cork,Cork County Council,10548H,St Brendans National School,Church Of Ireland,N,No Irish,N,11,13,24,,24,,,,,,MS
326,Cork,Cork County Council,10724B,South Abbey Ns,Church Of Ireland,N,No Irish,N,43,57,100,,17,,83,,,,MS
327,Cork,Cork County Council,10739O,Ballincarriga Mxd N S,Catholic,N,No Irish,N,25,47,72,,19,,53,,,,MS
328,Cork,Cork County Council,10771K,Cobh N S,Church Of Ireland,N,No Irish,N,15,12,27,,27,,,,,,MS
329,Cork,Cork County Council,11236Q,Newmarket B N S,Catholic,N,No Irish,N,98,0,98,,18,24,56,,,,MS
330,Cork,Cork County Council,11245R,Sn Cill Mhic Abhaidh,Catholic,N,No Irish,N,18,16,34,,14,20,,,,,MS
331,Cork,Cork County Council,11249C,Burnfort N S,Catholic,N,No Irish,N,78,44,122,,18,46,27,31,,,MS
332,Cork,Cork County Council,11262R,Druimne N S,Catholic,N,No Irish,Y,35,30,65,,,40,25,,,,MS
333,Cork,Cork County Council,11337W,Kilmagner N S,Catholic,N,No Irish,N,34,30,64,,15,22,27,,,,MS
334,Cork,Cork County Council,11496T,Shandrum National School,Catholic,N,No Irish,N,80,62,142,,,90,52,,,,MS
335,Cork,Cork County Council,11931L,S N Ioseph,Catholic,N,No Irish,N,15,7,22,,22,,,,,,MS
336,Cork,Cork County Council,11992I,Whitegate Mixed N S,Catholic,N,No Irish,N,46,49,95,,17,43,,,35,,MS
337,Cork,Cork County Council,12012W,St Lukes N S Douglas,Church Of Ireland,N,No Irish,N,113,96,209,,,47,130,32,,,MS
338,Cork,Cork County Council,12015F,Liscarrol N S,Catholic,N,No Irish,N,82,67,149,,,45,54,34,,,MS
339,Cork,Cork County Council,12041G,St John The Baptist N S,Church Of Ireland,N,No Irish,N,121,98,219,,,,219,,,,MS
340,Cork,Cork County Council,12147W,S N An Aird,Catholic,N,No Irish,N,38,26,64,,19,45,,,,,MS
341,Cork,Cork County Council,12169J,Templebrady N S,Church Of Ireland,N,No Irish,N,26,32,58,,32,,26,,,,MS
342,Cork,Cork County Council,12259K,S N Oir Cheann,Catholic,N,No Irish,N,11,10,21,9,12,,,,,,MS
343,Cork,Cork County Council,12263B,Gogginshill N S,Catholic,N,No Irish,N,99,101,200,,18,,110,60,,,MS
344,Cork,Cork County Council,12281D,Walterstown N S,Catholic,N,No Irish,N,78,95,173,,,20,52,31,70,,MS
345,Cork,Cork County Council,12292I,Canovee Mixed N S,Catholic,N,No Irish,N,71,82,153,,,,56,60,37,,MS
346,Cork,Cork County Council,12382J,Curriglass Ns,Catholic,N,No Irish,N,25,25,50,,,23,27,,,,MS
347,Cork,Cork County Council,12383L,Union Hall Mixed N S,Catholic,N,No Irish,N,39,37,76,,,,76,,,,MS
348,Cork,Cork County Council,12395S,Rusheen Ns,Catholic,N,No Irish,N,47,44,91,,19,45,27,,,,MS
349,Cork,Cork County Council,12446J,S N Gleann Na Huladh,Catholic,N,No Irish,N,46,35,81,,,22,28,31,,,MS
350,Cork,Cork County Council,12447L,Baltydaniel N S,Catholic,N,No Irish,N,88,97,185,,19,45,29,92,,,MS
351,Cork,Cork County Council,12456M,Timoleague N S,Catholic,N,No Irish,N,62,93,155,,,,,155,,,MS
352,Cork,Cork County Council,12505W,Kilbarry N S,Catholic,N,No Irish,N,19,28,47,,,47,,,,,MS
353,Cork,Cork County Council,12598J,Ardagh Boys N S,Catholic,N,No Irish,N,61,0,61,,,61,,,,,MS
354,Cork,Cork County Council,12676D,Clogheen Mxd N S,Catholic,N,No Irish,N,89,92,181,,,65,81,,35,,MS
355,Cork,Cork County Council,12685E,Rushnacahara N S,Catholic,N,No Irish,N,11,13,24,9,15,,,,,,MS
356,Cork,Cork County Council,12967O,Inchigeela N S,Catholic,N,No Irish,N,19,24,43,,19,24,,,,,MS
357,Cork,Cork County Council,13031I,St Josephs Convent N S,Catholic,N,No Irish,Y,115,98,213,,,47,106,60,,,MS
358,Cork,Cork County Council,13095L,S N An Droma Mhoir,Catholic,N,No Irish,N,32,30,62,,18,44,,,,,MS
359,Cork,Cork County Council,13125R,Scoil Dhairbhre,Catholic,N,No Irish,N,40,34,74,,,20,54,,,,MS
360,Cork,Cork County Council,13234W,Cloughduv N S,Catholic,N,No Irish,N,59,61,120,,,66,54,,,,MS
361,Cork,Cork County Council,13286S,Tirelton N S Mxd,Catholic,N,No Irish,N,40,40,80,,,24,56,,,,MS
362,Cork,Cork County Council,13375R,Scoil Bhride,Catholic,N,No Irish,N,108,114,222,,,24,138,60,,,MS
363,Cork,Cork County Council,13402R,Knockraha N S,Catholic,N,No Irish,N,71,65,136,,,21,79,,36,,MS
364,Cork,Cork County Council,13450F,Bunscoil Rinn An Chabhlaigh,Catholic,N,No Irish,N,367,364,731,,,,537,180,,,MS
365,Cork,Cork County Council,13483U,S N Ath Na Lionta,Catholic,N,No Irish,N,50,42,92,,,92,,,,,MS
366,Cork,Cork County Council,13512B,Scoil Mhuire Lourdes,Catholic,N,No Irish,N,437,0,437,,,48,262,127,,,MS
367,Cork,Cork County Council,13543M,Derrinacahara N S,Catholic,N,No Irish,Y,41,33,74,,,22,52,,,,MS
368,Cork,Cork County Council,13647B,Castlemartyr N S,Catholic,N,No Irish,N,97,128,225,,,111,82,32,,,MS
369,Cork,Cork County Council,13661S,Dunmanway Convent N S,Catholic,N,No Irish,N,5,105,110,,18,20,29,33,,,MS
370,Cork,Cork County Council,13662U,Dunmanway Convent Inf,Catholic,N,No Irish,N,53,54,107,,,22,50,,35,,MS
371,Cork,Cork County Council,13663W,Lower Glanmire N S,Catholic,N,No Irish,N,73,68,141,,36,45,29,31,,,MS
372,Cork,Cork County Council,13728B,Castletownsend Mxd N S,Catholic,N,No Irish,N,57,64,121,,16,23,82,,,,MS
373,Cork,Cork County Council,13747F,Riverstown N S,Catholic,N,No Irish,N,367,361,728,,,176,85,455,,,MS
374,Cork,Cork County Council,13779S,S N Dhrom Athain,Catholic,N,No Irish,N,125,113,238,,,22,83,63,70,,MS
375,Cork,Cork County Council,13828F,Douglas B N S,Catholic,N,No Irish,N,447,1,448,,32,45,286,61,,,MS
376,Cork,Cork County Council,13889C,Shanbally N S,Catholic,N,No Irish,N,128,111,239,,37,,164,31,,,MS
377,Cork,Cork County Council,13910N,S N Bun An Tsabhairne,Catholic,N,No Irish,N,0,191,191,,19,,79,93,,,MS
378,Cork,Cork County Council,13976U,St Matthias N S,Church Of Ireland,N,No Irish,Y,15,14,29,,29,,,,,,MS
379,Cork,Cork County Council,14002G,Knockaclarig Mxd N S,Catholic,N,No Irish,N,12,17,29,,29,,,,,,MS
380,Cork,Cork County Council,14014N,S N Baile Deasmumhan,Catholic,N,No Irish,N,47,47,94,,17,23,54,,,,MS
381,Cork,Cork County Council,14022M,Coachford N S,Catholic,N,No Irish,N,55,50,105,,34,44,27,,,,MS
382,Cork,Cork County Council,14052V,Kanturk B N S,Catholic,N,No Irish,N,107,0,107,,,24,52,31,,,MS
383,Cork,Cork County Council,14065H,Sherkin Island N S,Catholic,Y,No Irish,Y,2,2,4,4,,,,,,,MS
384,Cork,Cork County Council,14107U,Castletownroche N S,Catholic,N,No Irish,N,36,34,70,,,70,,,,,MS
385,Cork,Cork County Council,14116V,Kilbrittain Mixed N S,Catholic,N,No Irish,N,94,92,186,,17,42,80,,35,,MS
386,Cork,Cork County Council,14225D,Scoil Bhride,Catholic,N,No Irish,N,63,55,118,,17,20,81,,,,MS
387,Cork,Cork County Council,14227H,Kilcoe Ns,Catholic,N,No Irish,Y,27,26,53,,30,23,,,,,MS
388,Cork,Cork County Council,14303U,S N Cleire,Catholic,Y,All Irish,Y,8,7,15,5,10,,,,,,MS
389,Cork,Cork County Council,14430E,Derrycreha N S,Catholic,N,No Irish,N,18,23,41,,,41,,,,,MS
390,Cork,Cork County Council,14433K,Abbeystrewry N S,Church Of Ireland,N,No Irish,N,53,55,108,,,,108,,,,MS
391,Cork,Cork County Council,14726C,Kinsale N S,Church Of Ireland,N,No Irish,N,55,49,104,,,46,26,32,,,MS
392,Cork,Cork County Council,14784Q,Dunmanway B N S,Catholic,N,No Irish,N,66,0,66,,24,42,,,,,MS
393,Cork,Cork County Council,14813U,Roscarbery Con N S,Catholic,N,No Irish,N,31,79,110,,,,110,,,,MS
394,Cork,Cork County Council,14816D,Scoil Lachtain Naofa,Catholic,N,All Irish,N,51,53,104,,15,62,27,,,,MS
395,Cork,Cork County Council,14839P,Clondrohid N S,Catholic,N,No Irish,N,119,103,222,,,69,53,63,35,,MS
396,Cork,Cork County Council,14993C,S N Rae Na Ndoiri,Catholic,N,All Irish,N,11,9,20,8,12,,,,,,MS
397,Cork,Cork County Council,15135H,Bantry Boys N S,Catholic,N,No Irish,N,122,0,122,,19,23,80,,,,MS
398,Cork,Cork County Council,15140A,Ballingree Mxd N S,Catholic,N,No Irish,N,22,13,35,,13,22,,,,,MS
399,Cork,Cork County Council,15165Q,Ballintotas N S,Catholic,N,No Irish,N,73,70,143,,,43,28,,72,,MS
400,Cork,Cork County Council,15346U,S N Baile An Mhuirne,Catholic,N,All Irish,N,68,70,138,,,23,82,33,,,MS
401,Cork,Cork County Council,15380U,Dromagh Mixed N S,Catholic,N,No Irish,N,15,17,32,,32,,,,,,MS
402,Cork,Cork County Council,15410D,Kilcrohane N S,Catholic,N,No Irish,N,18,10,28,,28,,,,,,MS
403,Cork,Cork County Council,15484J,Glounthaune Mixed N.S.,Catholic,N,No Irish,N,241,195,436,,17,111,271,30,,,MS
404,Cork,Cork County Council,15516T,Clonpriest N S,Catholic,N,No Irish,N,84,63,147,,,93,54,,,,MS
405,Cork,Cork County Council,15550T,Ballyheeda N S,Catholic,N,No Irish,N,102,67,169,,,20,58,91,,,MS
406,Cork,Cork County Council,15563F,Lisheen Mixed N S,Catholic,N,No Irish,N,37,32,69,,16,24,29,,,,MS
407,Cork,Cork County Council,15594Q,Grange Fermoy N S,Catholic,N,No Irish,N,69,74,143,,,,78,65,,,MS
408,Cork,Cork County Council,15597W,Macroom B N S,Catholic,N,No Irish,N,155,5,160,,17,90,,30,,,MS
409,Cork,Cork County Council,15646J,Coomhola N S,Catholic,N,No Irish,N,45,56,101,,,21,80,,,,MS
410,Cork,Cork County Council,15701O,Bartlemy N S,Catholic,N,No Irish,N,62,45,107,,,45,,62,,,MS
411,Cork,Cork County Council,15718I,S N Seosamh Cobh,Catholic,N,No Irish,N,340,0,340,,,24,278,33,,,MS
412,Cork,Cork County Council,15792U,Upper Glanmire N S,Catholic,N,No Irish,N,154,116,270,,19,46,112,93,,,MS
413,Cork,Cork County Council,15903D,Killavullen N S,Catholic,N,No Irish,N,76,58,134,,,21,113,,,,MS
414,Cork,Cork County Council,16087E,Kealkil N S,Catholic,N,No Irish,N,42,52,94,,18,23,53,,,,MS
415,Cork,Cork County Council,16109L,Scoil Realt Na Mara,Catholic,N,No Irish,N,57,38,95,,18,22,55,,,,MS
416,Cork,Cork County Council,16128P,Bunscoil Na Toirbhirte,Catholic,N,No Irish,N,64,290,354,,,45,212,93,,,MS
417,Cork,Cork County Council,16159D,Convent National School,Catholic,N,No Irish,N,17,299,316,,,93,165,33,,,MS
418,Cork,Cork County Council,16246V,Drumclugh N S,Catholic,N,No Irish,N,23,24,47,,,22,25,,,,MS
419,Cork,Cork County Council,16259H,Kilcolman N S,Catholic,N,No Irish,N,20,24,44,,15,,29,,,,MS
420,Cork,Cork County Council,16271U,Watergrasshill N S,Catholic,N,Part Irish,N,152,138,290,,38,90,27,99,36,,MS
421,Cork,Cork County Council,16286K,Carrigboy N S,Catholic,N,No Irish,N,48,33,81,,51,,,30,,,MS
422,Cork,Cork County Council,16335U,Rylane N S,Catholic,N,No Irish,N,41,32,73,,,23,50,,,,MS
423,Cork,Cork County Council,16377N,St Marys National School,Catholic,N,No Irish,N,0,331,331,,,24,208,63,36,,MS
424,Cork,Cork County Council,16396R,Boherbue N S,Catholic,N,No Irish,N,57,72,129,,18,46,,30,35,,MS
425,Cork,Cork County Council,16648S,Ath Treasna G N S,Catholic,N,No Irish,N,0,107,107,,19,23,,65,,,MS
426,Cork,Cork County Council,16681Q,Scoil Na Mbraithre,Catholic,N,No Irish,N,152,0,152,,19,42,27,64,,,MS
427,Cork,Cork County Council,16683U,Bishop Murphy Memorial School,Catholic,N,No Irish,N,102,0,102,,,20,82,,,,MS
428,Cork,Cork County Council,16684W,Scoil Na Mbraithre,Catholic,N,No Irish,N,313,0,313,,38,22,132,121,,,MS
429,Cork,Cork County Council,16746S,Ballygarvan N S,Catholic,N,No Irish,N,207,160,367,,34,136,105,92,,,MS
430,Cork,Cork County Council,16863W,Desertserges N S,Church Of Ireland,N,No Irish,N,12,8,20,,20,,,,,,MS
431,Cork,Cork County Council,16876I,S N Caipin,Catholic,N,No Irish,N,46,44,90,,,65,25,,,,MS
432,Cork,Cork County Council,16885J,Adrigole N S,Catholic,N,No Irish,N,10,12,22,9,13,,,,,,MS
