Index,County,Local_Authority,Roll_Nr,Name,Ethos,Island,Irish,DEIS,Total_Boys,Total_Girls,Total_Pupils,Class_size_0_9,Class_size_10_19,Class_size_20_24,Class_size_25_29,Class_size_30_34,Class_size_35_39,Class_size_40_45,Type
1862,Limerick,Limerick City Council,20181S,Gaelscoil An Raithin,Catholic,N,All Irish,N,115,147,262,,19,45,107,91,,,MS
1863,Limerick,Limerick City Council,20184B,Galvone Ns,Catholic,N,No Irish,Y,57,72,129,8,69,43,,,,,MS
1864,Limerick,Limerick City Council,20405O,St Mary'S National School,Catholic,N,No Irish,Y,50,50,100,,100,,,,,,MS
1865,Limerick,Limerick County Council,02007A,Croagh National School,Catholic,N,No Irish,N,37,35,72,,18,,54,,,,MS
1866,Limerick,Limerick County Council,02358G,Templeglantine N S,Catholic,N,No Irish,N,39,49,88,,38,,50,,,,MS
1867,Limerick,Limerick County Council,02813E,S N Sheanain,Catholic,N,No Irish,N,51,66,117,,,65,52,,,,MS
1868,Limerick,Limerick County Council,04466T,Ballymartin N S,Catholic,N,No Irish,N,43,49,92,,,67,25,,,,MS
1869,Limerick,Limerick County Council,04469C,S N Fiodhnach,Catholic,N,No Irish,N,43,34,77,,19,,28,30,,,MS
1870,Limerick,Limerick County Council,06516S,Kildimo National School,Catholic,N,No Irish,N,86,90,176,,,67,79,30,,,MS
1871,Limerick,Limerick County Council,06539H,Knockea National School,Catholic,N,No Irish,N,100,92,192,,19,66,77,30,,,MS
1872,Limerick,Limerick County Council,07117J,S N Loch Guir,Catholic,N,No Irish,N,19,22,41,,16,,25,,,,MS
1873,Limerick,Limerick County Council,07222G,Banogue National School,Catholic,N,No Irish,N,27,18,45,,45,,,,,,MS
1874,Limerick,Limerick County Council,07317R,Glengurt N S,Catholic,N,No Irish,N,39,47,86,,,,55,31,,,MS
1875,Limerick,Limerick County Council,07857D,S N Ailbhe,Catholic,N,No Irish,N,90,69,159,,,23,136,,,,MS
1876,Limerick,Limerick County Council,07900B,Ballysteen N S,Catholic,N,No Irish,N,20,18,38,,17,21,,,,,MS
1877,Limerick,Limerick County Council,08342V,Bohermore N S,Catholic,N,No Irish,N,18,20,38,,17,21,,,,,MS
1878,Limerick,Limerick County Council,08419H,Ardpatrick N S,Catholic,N,No Irish,N,38,32,70,,18,,52,,,,MS
1879,Limerick,Limerick County Council,08572P,Bruree National School,Catholic,N,No Irish,N,87,91,178,,,92,51,,35,,MS
1880,Limerick,Limerick County Council,08926B,St Nicholas Church Of Ireland Schoo,Church Of Ireland,N,No Irish,N,30,36,66,,,66,,,,,MS
1881,Limerick,Limerick County Council,09132P,Carnane Mxd N S,Catholic,N,No Irish,N,40,34,74,,,46,28,,,,MS
1882,Limerick,Limerick County Council,09296W,Our Ladys Abbey,Catholic,N,No Irish,N,0,128,128,,37,,29,62,,,MS
1883,Limerick,Limerick County Council,09306W,Croom National School,Catholic,N,No Irish,N,76,59,135,,35,21,79,,,,MS
1884,Limerick,Limerick County Council,09401Q,Monogay National School,Catholic,N,No Irish,N,86,72,158,,18,44,29,30,37,,MS
1885,Limerick,Limerick County Council,09702H,St James N S,Catholic,N,No Irish,N,67,59,126,,,68,28,30,,,MS
1886,Limerick,Limerick County Council,09915B,Martinstown N S,Catholic,N,No Irish,N,39,28,67,,,42,25,,,,MS
1887,Limerick,Limerick County Council,09927I,Granagh National School,Catholic,N,No Irish,N,45,29,74,,18,,25,31,,,MS
1888,Limerick,Limerick County Council,10929T,Rathkeale N S 2,Church Of Ireland,N,No Irish,N,11,14,25,,25,,,,,,MS
1889,Limerick,Limerick County Council,10991B,Garrydoolis N S,Catholic,N,No Irish,N,17,23,40,,16,24,,,,,MS
1890,Limerick,Limerick County Council,11280T,Carrickerry N S,Catholic,N,No Irish,N,30,19,49,,,24,25,,,,MS
1891,Limerick,Limerick County Council,11307N,Ballyguiltenane N S,Catholic,N,No Irish,N,19,15,34,,34,,,,,,MS
1892,Limerick,Limerick County Council,11422N,Mahoonagh N S,Catholic,N,No Irish,N,97,93,190,,,21,137,32,,,MS
1893,Limerick,Limerick County Council,11809O,S N Cnoch A Deaga,Catholic,N,No Irish,N,17,13,30,,30,,,,,,MS
1894,Limerick,Limerick County Council,11955C,Coolcappa N S,Catholic,N,No Irish,N,21,16,37,,15,22,,,,,MS
1895,Limerick,Limerick County Council,12368P,S N Naomh Padraig,Catholic,N,No Irish,N,23,16,39,,17,22,,,,,MS
1896,Limerick,Limerick County Council,12613C,Glenbrohane N S,Catholic,N,No Irish,N,42,32,74,,,21,53,,,,MS
1897,Limerick,Limerick County Council,12631E,Pallaskenry N S,Catholic,N,No Irish,N,95,77,172,,,46,,126,,,MS
1898,Limerick,Limerick County Council,12975N,St Josephs Convent,Catholic,N,No Irish,N,4,237,241,,33,24,113,65,,,MS
1899,Limerick,Limerick County Council,13026P,Kilfinane Convent Primary School,Catholic,N,No Irish,N,78,81,159,,,24,135,,,,MS
1900,Limerick,Limerick County Council,13459A,S N Gallbhaile,Catholic,N,No Irish,N,57,65,122,,,43,79,,,,MS
1901,Limerick,Limerick County Council,13790G,Bulgaden N S,Catholic,N,No Irish,N,27,21,48,,,22,26,,,,MS
1902,Limerick,Limerick County Council,14005M,Kilteely N S,Catholic,N,No Irish,N,14,12,26,,26,,,,,,MS
1903,Limerick,Limerick County Council,14067L,Fedamore N S,Catholic,N,No Irish,N,18,16,34,,34,,,,,,MS
1904,Limerick,Limerick County Council,14075K,S N Molua B,Catholic,N,No Irish,N,50,52,102,,,20,82,,,,MS
1905,Limerick,Limerick County Council,14231V,Nicker N S,Catholic,N,No Irish,N,68,59,127,,15,23,27,62,,,MS
1906,Limerick,Limerick County Council,14305B,Ballylanders N S,Catholic,N,No Irish,Y,63,65,128,,,69,26,33,,,MS
1907,Limerick,Limerick County Council,14409N,Scoil Neassain,Catholic,N,No Irish,N,377,340,717,,,,201,516,,,MS
1908,Limerick,Limerick County Council,14625T,Doon Convent N S,Catholic,N,No Irish,N,36,79,115,,17,45,53,,,,MS
1909,Limerick,Limerick County Council,15226K,Caherline N S,Catholic,N,No Irish,N,91,77,168,,,23,79,66,,,MS
1910,Limerick,Limerick County Council,15680J,Scoil An Spioraid Naomh,Catholic,N,No Irish,N,144,146,290,,,66,57,128,39,,MS
1911,Limerick,Limerick County Council,15685T,Athea N School,Catholic,N,No Irish,N,85,69,154,,,46,107,,,,MS
1912,Limerick,Limerick County Council,15692Q,Bilboa N School,Catholic,N,No Irish,N,70,45,115,,,,52,63,,,MS
1913,Limerick,Limerick County Council,15700M,Cloverfield N S,Catholic,N,No Irish,N,36,26,62,,19,43,,,,,MS
1914,Limerick,Limerick County Council,16118M,Donoughmore N S,Catholic,N,No Irish,N,121,92,213,,,47,134,32,,,MS
1915,Limerick,Limerick County Council,16237U,Dromtrasna N S,Catholic,N,No Irish,N,87,72,159,,,65,28,66,,,MS
1916,Limerick,Limerick County Council,16239B,Meenkilly N S,Catholic,N,No Irish,N,26,30,56,,35,21,,,,,MS
1917,Limerick,Limerick County Council,16264A,Abbeyfeale B N S 1,Catholic,N,No Irish,N,138,0,138,,19,63,56,,,,MS
1918,Limerick,Limerick County Council,16439J,Scoil Na Mbearnan,Catholic,N,No Irish,N,40,22,62,,,62,,,,,MS
1919,Limerick,Limerick County Council,16508C,Scoil Athain,Catholic,N,No Irish,N,96,95,191,,19,24,83,65,,,MS
1920,Limerick,Limerick County Council,16712B,Scoil Naomh Iosaf,Catholic,N,No Irish,N,133,0,133,,32,,28,,73,,MS
1921,Limerick,Limerick County Council,16713D,Scoil Na Mbraithre,Catholic,N,No Irish,Y,69,0,69,,19,23,27,,,,MS
1922,Limerick,Limerick County Council,16764U,Kilmeedy N S,Catholic,N,No Irish,N,12,14,26,9,17,,,,,,MS
1923,Limerick,Limerick County Council,16896O,Scoil Naomh Ide,Catholic,N,No Irish,N,13,15,28,,28,,,,,,MS
1924,Limerick,Limerick County Council,16913L,Scoil Na Naoinean,Catholic,N,No Irish,N,47,43,90,,18,42,,30,,,MS
1925,Limerick,Limerick County Council,17060M,Convent Of Mercy N S,Catholic,N,No Irish,N,0,135,135,,18,92,25,,,,MS
1926,Limerick,Limerick County Council,17068F,Scoil Sean Tsraide,Catholic,N,No Irish,N,80,74,154,,,65,25,64,,,MS
1927,Limerick,Limerick County Council,17076E,Scoil Mhuire,Catholic,N,No Irish,N,6,0,6,6,,,,,,,MS
1928,Limerick,Limerick County Council,17101A,Scoil Cre Cumhra,Catholic,N,No Irish,N,106,93,199,,,22,87,90,,,MS
1929,Limerick,Limerick County Council,17138A,Scoil Cill Colmain,Catholic,N,No Irish,N,61,55,116,,,23,25,31,37,,MS
1930,Limerick,Limerick County Council,17155A,Athlacca N S,Catholic,N,No Irish,N,47,53,100,,,20,80,,,,MS
1931,Limerick,Limerick County Council,17184H,Oola National School,Catholic,N,No Irish,N,50,45,95,,18,24,53,,,,MS
1932,Limerick,Limerick County Council,17212J,Scoil Nais Cnoc Aine,Catholic,N,No Irish,N,64,62,126,,18,23,54,31,,,MS
1933,Limerick,Limerick County Council,17298W,Kilbehenny N S,Catholic,N,No Irish,N,24,23,47,,18,,29,,,,MS
1934,Limerick,Limerick County Council,17299B,Scoil Mhuire,Catholic,N,No Irish,N,52,63,115,,36,21,25,33,,,MS
1935,Limerick,Limerick County Council,17364J,Scoil Baile An Aird,Catholic,N,No Irish,N,57,52,109,,,,109,,,,MS
1936,Limerick,Limerick County Council,17438M,Shanagolden N S,Catholic,N,No Irish,N,68,71,139,,19,64,56,,,,MS
1937,Limerick,Limerick County Council,17487C,Scoil Nais Cathair Chinn Lis,Catholic,N,No Irish,N,57,51,108,,,24,53,31,,,MS
1938,Limerick,Limerick County Council,17593B,Scoil Naomh Mhuire,Catholic,N,No Irish,Y,14,14,28,,28,,,,,,MS
1939,Limerick,Limerick County Council,17738B,Scoil Tobar Padraig,Catholic,N,No Irish,N,76,75,151,,,45,106,,,,MS
1940,Limerick,Limerick County Council,17814O,Gearoid Ui Ghriobhtha,Catholic,N,No Irish,N,30,26,56,,34,22,,,,,MS
1941,Limerick,Limerick County Council,17871D,Scoil Cill Churnain,Catholic,N,No Irish,N,68,39,107,,18,,27,62,,,MS
1942,Limerick,Limerick County Council,17937H,Scoil Moin A Lin,Catholic,N,No Irish,N,408,338,746,,,92,448,66,140,,MS
1943,Limerick,Limerick County Council,17951B,Scoil O Curain B,Catholic,N,No Irish,N,248,1,249,,,85,84,64,,,MS
1944,Limerick,Limerick County Council,17981K,S N Gleann Na Gcreabhar,Catholic,N,No Irish,N,31,30,61,,15,20,26,,,,MS
1945,Limerick,Limerick County Council,18030I,Scoil Ailbhe,Catholic,N,No Irish,N,77,59,136,,,24,80,32,,,MS
1946,Limerick,Limerick County Council,18142T,Scoil Cnoc Loinge B,Catholic,N,No Irish,N,58,51,109,,,109,,,,,MS
1947,Limerick,Limerick County Council,18161A,Castleconnell N S,Catholic,N,No Irish,N,121,88,209,,38,24,25,122,,,MS
1948,Limerick,Limerick County Council,18177P,Scoil Aine Naofa,Catholic,N,No Irish,Y,41,118,159,,159,,,,,,MS
1949,Limerick,Limerick County Council,18236F,Scoil Naomh Muire,Catholic,N,No Irish,N,16,8,24,,24,,,,,,MS
1950,Limerick,Limerick County Council,18260C,Scoil Mhuire,Catholic,N,No Irish,N,73,70,143,,,,80,63,,,MS
1951,Limerick,Limerick County Council,18367U,S N Toinn An Tairbh,Catholic,N,No Irish,N,71,68,139,,,,109,30,,,MS
1952,Limerick,Limerick County Council,18426K,Scoil Ide Naofa,Catholic,N,No Irish,N,44,46,90,,19,20,51,,,,MS
1953,Limerick,Limerick County Council,18516L,S N Lios Na Groi,Catholic,N,No Irish,N,143,143,286,,,47,76,163,,,MS
1954,Limerick,Limerick County Council,18530F,Askeaton Senior Ns,Catholic,N,No Irish,N,57,50,107,,,,107,,,,MS
1955,Limerick,Limerick County Council,18600A,S N Ma Rua,Catholic,N,No Irish,N,89,86,175,,,47,27,66,35,,MS
1956,Limerick,Limerick County Council,18612H,Scoil Mhuire,Catholic,N,No Irish,N,81,46,127,,,46,81,,,,MS
1957,Limerick,Limerick County Council,18653V,Scoil Naomh Iosef,Catholic,N,No Irish,Y,66,0,66,8,58,,,,,,MS
1958,Limerick,Limerick County Council,18708U,S N Cill Lachtain,Catholic,N,No Irish,N,53,71,124,,14,20,27,63,,,MS
1959,Limerick,Limerick County Council,18717V,S N Ciarain,Catholic,N,No Irish,N,22,14,36,,12,24,,,,,MS
1960,Limerick,Limerick County Council,19272O,Sn Naomh Iosef,Catholic,N,No Irish,N,142,126,268,,,110,55,33,70,,MS
1961,Limerick,Limerick County Council,19323F,S N Beal Atha Grean,Catholic,N,No Irish,N,43,47,90,,,90,,,,,MS
1962,Limerick,Limerick County Council,19336O,Scoil Phoil Naofa,Catholic,N,No Irish,N,339,323,662,,,,662,,,,MS
1963,Limerick,Limerick County Council,19800N,Milford Grange N School,Catholic,N,No Irish,N,244,258,502,,,128,,374,,,MS
1964,Limerick,Limerick County Council,19883U,Gaelscoil O Doghair,Catholic,N,All Irish,N,130,110,240,,,65,112,63,,,MS
1965,Limerick,Limerick County Council,19952N,Hospital Ns,Catholic,N,No Irish,N,90,92,182,,16,48,56,62,,,MS
1966,Limerick,Limerick County Council,19966B,St Josephs,Catholic,N,No Irish,N,54,46,100,,,46,54,,,,MS
1967,Limerick,Limerick County Council,20094A,Scoil Chriost An Slanaitheoir,Catholic,N,No Irish,N,75,90,165,,,45,29,91,,,MS
1968,Limerick,Limerick County Council,20102T,St Fergus Primary School,Catholic,N,No Irish,N,64,46,110,,,,80,30,,,MS
1969,Limerick,Limerick County Council,20133H,Scoil Dean Cussen,Catholic,N,No Irish,N,149,156,305,,,24,220,61,,,MS
1970,Limerick,Limerick County Council,20148U,Gaelscoil Chaladh An Treoigh,Catholic,N,All Irish,N,136,141,277,,,87,28,162,,,MS
1971,Limerick,Limerick County Council,20175A,Limerick City East Educate Together,Multi Denominational,N,No Irish,N,109,104,213,,,89,54,34,36,,MS
1972,Limerick,Limerick County Council,20193C,Scoil Mocheallóg,Catholic,N,No Irish,N,158,150,308,,19,67,54,95,71,,MS
1973,Limerick,Limerick County Council,20233L,Scoil Chaitríona,Catholic,N,No Irish,N,39,36,75,,,42,,33,,,MS
1974,Longford,Longford County Council,00856M,Scoil Naomh Micheal,Catholic,N,No Irish,Y,164,0,164,,97,42,25,,,,MS
1975,Longford,Longford County Council,00860D,Forgney N S,Catholic,N,No Irish,N,17,9,26,,26,,,,,,MS
1976,Longford,Longford County Council,05115S,S N An Leana Mor,Catholic,N,No Irish,Y,35,26,61,,36,,25,,,,MS
1977,Longford,Longford County Council,07518E,S N Cnoc An Mharcaigh,Catholic,N,No Irish,N,131,129,260,,,,133,127,,,MS
1978,Longford,Longford County Council,10223C,Tashinny N S,Church Of Ireland,N,No Irish,N,15,14,29,,29,,,,,,MS
1979,Longford,Longford County Council,12136R,Scoil Bhríde,Catholic,N,No Irish,N,22,22,44,,19,,25,,,,MS
1980,Longford,Longford County Council,12683A,Longford Mixed N S,Church Of Ireland,N,No Irish,N,31,29,60,,16,44,,,,,MS
1981,Longford,Longford County Council,12736S,Naomh Guasachta N S,Catholic,N,No Irish,N,23,23,46,,18,,28,,,,MS
1982,Longford,Longford County Council,12813K,St Columbas Mxd N S,Catholic,N,No Irish,N,15,28,43,,,43,,,,,MS
1983,Longford,Longford County Council,13313S,"St. John'S National School,",Church Of Ireland,N,No Irish,N,9,14,23,,23,,,,,,MS
1984,Longford,Longford County Council,13320P,Fermoyle Mixed N S,Catholic,N,No Irish,Y,52,53,105,,19,,53,33,,,MS
1985,Longford,Longford County Council,13752V,Naomh Padraig N S,Catholic,N,No Irish,N,20,22,42,,19,23,,,,,MS
1986,Longford,Longford County Council,14049J,Whitehall N S,Catholic,N,No Irish,N,66,43,109,,,20,26,63,,,MS
1987,Longford,Longford County Council,14300O,Killasonna Mixed N S,Catholic,N,No Irish,N,28,19,47,,,47,,,,,MS
1988,Longford,Longford County Council,14386E,Stonepark N S,Catholic,N,No Irish,N,122,121,243,,,,84,159,,,MS
1989,Longford,Longford County Council,14650S,Cloontagh Mixed N S,Catholic,N,No Irish,N,14,18,32,,12,20,,,,,MS
1990,Longford,Longford County Council,14672F,Colehill Mixed N S,Catholic,N,No Irish,N,67,68,135,,38,69,28,,,,MS
1991,Longford,Longford County Council,15122V,St Bernards Mixed N S,Catholic,N,No Irish,N,21,18,39,,17,22,,,,,MS
1992,Longford,Longford County Council,15154L,Naomh Dominic N S,Catholic,N,No Irish,N,69,72,141,,,,81,60,,,MS
1993,Longford,Longford County Council,16665S,St Marys Mixed N S,Catholic,N,No Irish,Y,91,105,196,6,10,87,,93,,,MS
1994,Longford,Longford County Council,17561L,Samhthann N S,Catholic,N,No Irish,N,71,66,137,,19,67,51,,,,MS
1995,Longford,Longford County Council,17644P,Scoil Mhuire,Catholic,N,No Irish,N,45,46,91,,16,23,52,,,,MS
1996,Longford,Longford County Council,18178R,St Josephs Convent,Catholic,N,No Irish,Y,126,319,445,,34,379,25,,,,MS
1997,Longford,Longford County Council,18258P,Naomh Earnain N S,Catholic,N,No Irish,N,12,19,31,,11,20,,,,,MS
1998,Longford,Longford County Council,18259R,Lanesborough Primary School,Catholic,N,No Irish,N,43,43,86,,19,67,,,,,MS
1999,Longford,Longford County Council,18733T,S N Mhuire,Catholic,N,No Irish,N,31,34,65,,,40,25,,,,MS
2000,Longford,Longford County Council,19171I,S N Naomh Mhuire,Catholic,N,No Irish,N,48,46,94,,18,20,56,,,,MS
2001,Longford,Longford County Council,19279F,S N Naomh Treasa,Catholic,N,No Irish,Y,151,124,275,,38,43,83,93,,,MS
2002,Longford,Longford County Council,19296F,S N Naomh Colmcille,Catholic,N,No Irish,N,68,59,127,,,48,79,,,,MS
2003,Longford,Longford County Council,19353O,St Patricks Ns Longford,Catholic,N,No Irish,N,71,62,133,,,44,29,60,,,MS
2004,Longford,Longford County Council,19467G,Saint Mels,Catholic,N,No Irish,N,112,98,210,,,67,51,92,,,MS
2005,Longford,Longford County Council,19753H,St Emers,Catholic,N,No Irish,N,121,103,224,,,,224,,,,MS
2006,Longford,Longford County Council,19975C,St Patricks,Catholic,N,No Irish,N,47,49,96,,,44,52,,,,MS
2007,Longford,Longford County Council,19987J,Scoil Mhuire N S,Catholic,N,No Irish,N,159,181,340,,,90,187,63,,,MS
2008,Longford,Longford County Council,20083S,Gaelscoil An Longfoirt,Catholic,N,All Irish,N,98,91,189,,36,43,79,31,,,MS
2009,Longford,Longford County Council,20101R,The Sacred Heart Primary N.S.,Catholic,N,No Irish,Y,92,54,146,,67,,79,,,,MS
2010,Longford,Longford County Council,20124G,St Marys N.S.,Catholic,N,No Irish,Y,243,217,460,,,117,327,,,,MS
2011,Longford,Longford County Council,20128O,St Matthews Mixed N.S,Catholic,N,No Irish,Y,139,139,278,,56,40,82,100,,,MS
2012,Louth,Louth County Council,00851C,Presentation Convent,Catholic,N,No Irish,Y,0,343,343,,,118,128,97,,,MS
2013,Louth,Louth County Council,01434O,S N Columcille,Catholic,N,No Irish,N,96,89,185,,,69,54,62,,,MS
2014,Louth,Louth County Council,01553W,Louth Mixed N S,Catholic,N,No Irish,N,78,87,165,,19,23,58,65,,,MS
2015,Louth,Louth County Council,01554B,Baile An Phusta N S,Catholic,N,No Irish,N,110,128,238,,,22,83,98,35,,MS
2016,Louth,Louth County Council,02322I,St Olivers Ns,Catholic,N,No Irish,N,68,80,148,,35,,83,30,,,MS
2017,Louth,Louth County Council,02745N,Tallonstown N S,Catholic,N,No Irish,N,153,122,275,,,115,27,133,,,MS
2018,Louth,Louth County Council,02793B,S N Mullach Bui,Catholic,N,No Irish,N,34,28,62,,19,43,,,,,MS
2019,Louth,Louth County Council,03787L,Walshestown N S,Catholic,N,No Irish,N,59,56,115,,,20,28,67,,,MS
2020,Louth,Louth County Council,06576N,Dromin N S,Catholic,N,No Irish,N,50,56,106,,,23,83,,,,MS
2021,Louth,Louth County Council,11072M,S N Naomh Peadar,Church Of Ireland,N,No Irish,N,51,39,90,,,65,25,,,,MS
2022,Louth,Louth County Council,13670T,Dulargy Mixed N S,Catholic,N,No Irish,N,92,104,196,,,22,80,94,,,MS
2023,Louth,Louth County Council,14069P,Dun Dealgan N S,Presbyterian,N,No Irish,N,46,39,85,,19,66,,,,,MS
2024,Louth,Louth County Council,14207B,Sn Chill Sarain,Catholic,N,No Irish,N,108,88,196,,19,69,55,32,,,MS
2025,Louth,Louth County Council,14252G,Callystown Mixed N S,Catholic,N,No Irish,N,167,134,301,,,136,102,63,,,MS
2026,Louth,Louth County Council,14578N,Scoil Naomh Fainche,Catholic,N,No Irish,N,116,109,225,,,116,79,30,,,MS
2027,Louth,Louth County Council,14651U,Castletown Rd Convent,Catholic,N,No Irish,Y,0,161,161,,49,85,27,,,,MS
2028,Louth,Louth County Council,15101N,Knockbridge Mixed N S,Catholic,N,No Irish,N,133,135,268,,37,91,140,,,,MS
2029,Louth,Louth County Council,15259C,S N N Maolmhaodhagh C,Catholic,N,No Irish,N,0,225,225,,,87,108,30,,,MS
2030,Louth,Louth County Council,15260K,S N N Maolmhaodhagh N,Catholic,N,No Irish,N,145,139,284,,,24,137,123,,,MS
2031,Louth,Louth County Council,15285D,Sc Na Gcreagacha Dubha,Catholic,N,No Irish,N,239,193,432,,,45,267,120,,,MS
2032,Louth,Louth County Council,16208N,Scoil Náisíunta Naomh Feichín,Catholic,N,No Irish,N,129,158,287,,,126,56,32,73,,MS
2033,Louth,Louth County Council,16249E,Bellurgan N S,Catholic,N,No Irish,N,69,61,130,,18,21,26,65,,,MS
2034,Louth,Louth County Council,16431Q,S N Oilibear Beannaithe,Catholic,N,No Irish,N,16,19,35,,35,,,,,,MS
2035,Louth,Louth County Council,16469S,St Nicholas Monastery Ns,Catholic,N,No Irish,Y,178,0,178,,85,41,52,,,,MS
2036,Louth,Louth County Council,16749B,Kilcurley Mixed N S,Catholic,N,No Irish,N,108,108,216,,,46,106,64,,,MS
2037,Louth,Louth County Council,16760M,Dromiskin Mixed N S,Catholic,N,No Irish,N,109,114,223,,19,,82,122,,,MS
2038,Louth,Louth County Council,17059E,Scoil Na Mbraithre Sn,Catholic,N,No Irish,Y,357,0,357,,19,207,131,,,,MS
2039,Louth,Louth County Council,17124M,Ardee Monastery,Catholic,N,No Irish,N,252,0,252,,38,42,,66,106,,MS
2040,Louth,Louth County Council,17195M,C.B.S. Primary,Catholic,N,No Irish,N,242,187,429,,,117,190,122,,,MS
2041,Louth,Louth County Council,17315T,Scoil Dairbhre Mixed,Catholic,N,No Irish,N,47,31,78,,30,21,27,,,,MS
2042,Louth,Louth County Council,17550G,Scoil Fhursa,Catholic,N,No Irish,N,93,85,178,,,,113,30,35,,MS
2043,Louth,Louth County Council,17726R,S N Tulach Aluinn,Catholic,N,No Irish,N,224,217,441,,,132,108,131,70,,MS
2044,Louth,Louth County Council,17949O,S N Padraig Naofa B,Catholic,N,No Irish,Y,304,0,304,,,,211,93,,,MS
2045,Louth,Louth County Council,17952D,S N Naomh Fhionain,Catholic,N,No Irish,N,55,49,104,,,44,25,,35,,MS
2046,Louth,Louth County Council,17965M,S N Bhride,Catholic,N,No Irish,N,52,37,89,,19,44,26,,,,MS
2047,Louth,Louth County Council,18001B,S N Naomh Lorcan,Catholic,N,No Irish,Y,32,40,72,,17,,55,,,,MS
2048,Louth,Louth County Council,18019U,S N Chaoimhin Naofa,Catholic,N,No Irish,N,77,63,140,,,,104,,36,,MS
2049,Louth,Louth County Council,18034Q,S N Mhuire,Catholic,N,No Irish,N,57,70,127,,,44,53,30,,,MS
2050,Louth,Louth County Council,18045V,S N Muire Gan Smal,Catholic,N,No Irish,N,132,127,259,,,117,80,62,,,MS
2051,Louth,Louth County Council,18069M,Naomh Seosamh,Catholic,N,No Irish,N,146,141,287,,,22,137,128,,,MS
2052,Louth,Louth County Council,18098T,S N Bhride C,Catholic,N,No Irish,Y,0,304,304,,,,244,60,,,MS
2053,Louth,Louth County Council,18099V,S N Muire Na Trocaire,Catholic,N,No Irish,N,0,262,262,,,63,29,98,72,,MS
2054,Louth,Louth County Council,18101F,S N Muire,Catholic,N,No Irish,N,93,91,184,,,48,,65,71,,MS
2055,Louth,Louth County Council,18126V,S N San Nioclas,Catholic,N,No Irish,N,60,28,88,,17,46,25,,,,MS
2056,Louth,Louth County Council,18148I,Scoil Bhride Mixed N S,Catholic,N,No Irish,N,120,133,253,,19,88,112,34,,,MS
2057,Louth,Louth County Council,18186Q,Scoil Phadraig Naofa,Catholic,N,No Irish,N,113,103,216,,19,24,140,33,,,MS
2058,Louth,Louth County Council,18312S,S N Talamh Na Manach,Catholic,N,No Irish,N,63,68,131,,,44,57,30,,,MS
2059,Louth,Louth County Council,18347O,S N San Nioclas,Church Of Ireland,N,No Irish,Y,68,47,115,,,20,,95,,,MS
2060,Louth,Louth County Council,18382Q,Scoil Bhride,Catholic,N,No Irish,N,14,24,38,,15,23,,,,,MS
2061,Louth,Louth County Council,18391R,S N Brighde,Catholic,N,No Irish,N,28,35,63,,63,,,,,,MS
2062,Louth,Louth County Council,18471P,S N Rath Corr,Catholic,N,No Irish,N,36,33,69,,,43,26,,,,MS
2063,Louth,Louth County Council,18504E,S N N Maolmhaodhagh B,Catholic,N,No Irish,N,188,0,188,,19,103,,66,,,MS
2064,Louth,Louth County Council,18635T,S N Tigh An Iubhair,Catholic,N,No Irish,N,112,93,205,,15,24,106,60,,,MS
2065,Louth,Louth County Council,19215C,S N Ard Mhuire C,Catholic,N,No Irish,Y,0,321,321,,186,83,52,,,,MS
2066,Louth,Louth County Council,19223B,S N Padraig,Catholic,N,No Irish,N,114,89,203,,,,108,95,,,MS
2067,Louth,Louth County Council,19246N,S N An Tslanaitheora B,Catholic,N,No Irish,Y,85,0,85,,18,67,,,,,MS
2068,Louth,Louth County Council,19247P,S N An Tslanaitheora C,Catholic,N,No Irish,Y,2,100,102,,15,84,,,,,MS
2069,Louth,Louth County Council,19479N,Rathmullan N S,Catholic,N,No Irish,Y,259,172,431,,110,314,,,,,MS
2070,Louth,Louth County Council,19598V,Muire Na Ngael Ns,Catholic,N,No Irish,N,356,341,697,,,96,391,210,,,MS
2071,Louth,Louth County Council,19673J,St Josephs N S,Catholic,N,No Irish,Y,254,238,492,,91,255,78,61,,,MS
2072,Louth,Louth County Council,19678T,St Pauls Senior Ns,Catholic,N,No Irish,Y,259,195,454,,36,284,112,,,,MS
2073,Louth,Louth County Council,19740V,S N Aonghusa,Catholic,N,All Irish,N,116,95,211,,,46,135,30,,,MS
2074,Louth,Louth County Council,19892V,Gaelscoil Dhun Dealgan,Catholic,N,All Irish,Y,92,115,207,,54,64,58,31,,,MS
2075,Louth,Louth County Council,20146Q,Le Cheile Educate Together,Multi Denominational,N,No Irish,N,264,181,445,,,,445,,,,MS
2076,Louth,Louth County Council,20163Q,S.N Eoin Baiste,Catholic,N,No Irish,Y,95,90,185,,60,22,103,,,,MS
2077,Louth,Louth County Council,20171P,Ardee Educate Together N.S,Multi Denominational,N,No Irish,N,55,62,117,,,23,26,32,36,,MS
2078,Louth,Louth County Council,20205G,St Marys Parish Primary School,Catholic,N,No Irish,N,558,497,1055,,,72,502,481,,,MS
2079,Louth,Louth County Council,20259G,St. Francis National School,Catholic,N,No Irish,N,88,84,172,,,,109,63,,,MS
2080,Louth,Louth County Council,20294I,Aston Village Educate Together National School,Multi Denominational,N,No Irish,N,171,159,330,,,45,243,31,,,MS
2081,Louth,Louth County Council,20339E,Réalt Na Mara School,Catholic,N,No Irish,N,216,205,421,,,186,189,30,,,MS
